"","id","q","ans","key_skills_id","min_salary","max_salary","gender","age","location","education","title","experience"
"17",8,"Q13_Part_1","jupyter",21,100,125,"Male","35-39","Netherlands","Master’s degree","Data Scientist","0-1"
"18",8,"Q13_Part_1","ipython",22,100,125,"Male","35-39","Netherlands","Master’s degree","Data Scientist","0-1"
"19",8,"Q13_Part_3","pycharm",23,100,125,"Male","35-39","Netherlands","Master’s degree","Data Scientist","0-1"
"20",8,"Q13_Part_7","matlab",12,100,125,"Male","35-39","Netherlands","Master’s degree","Data Scientist","0-1"
"21",8,"Q13_Part_13","spyder",24,100,125,"Male","35-39","Netherlands","Master’s degree","Data Scientist","0-1"
"22",8,"Q16_Part_1","python",16,100,125,"Male","35-39","Netherlands","Master’s degree","Data Scientist","0-1"
"23",8,"Q16_Part_3","sql",19,100,125,"Male","35-39","Netherlands","Master’s degree","Data Scientist","0-1"
"24",9,"Q13_Part_1","jupyter",21,60,70,"Female","25-29","Sweden","Master’s degree","Data Scientist","1-2"
"25",9,"Q13_Part_1","ipython",22,60,70,"Female","25-29","Sweden","Master’s degree","Data Scientist","1-2"
"26",9,"Q13_Part_3","pycharm",23,60,70,"Female","25-29","Sweden","Master’s degree","Data Scientist","1-2"
"27",9,"Q13_Part_7","matlab",12,60,70,"Female","25-29","Sweden","Master’s degree","Data Scientist","1-2"
"28",9,"Q16_Part_1","python",16,60,70,"Female","25-29","Sweden","Master’s degree","Data Scientist","1-2"
"29",9,"Q16_Part_3","sql",19,60,70,"Female","25-29","Sweden","Master’s degree","Data Scientist","1-2"
"30",10,"Q13_Part_1","jupyter",21,80,90,"Male","30-34","Australia","Doctoral degree","Data Scientist","2-3"
"31",10,"Q13_Part_1","ipython",22,80,90,"Male","30-34","Australia","Doctoral degree","Data Scientist","2-3"
"32",10,"Q13_Part_3","pycharm",23,80,90,"Male","30-34","Australia","Doctoral degree","Data Scientist","2-3"
"33",10,"Q13_Part_7","matlab",12,80,90,"Male","30-34","Australia","Doctoral degree","Data Scientist","2-3"
"34",10,"Q16_Part_2","r",17,80,90,"Male","30-34","Australia","Doctoral degree","Data Scientist","2-3"
"35",10,"Q16_Part_9","matlab",12,80,90,"Male","30-34","Australia","Doctoral degree","Data Scientist","2-3"
"36",11,"Q13_Part_1","jupyter",21,0,10,"Male","22-24","Other","Master’s degree","Data Scientist","0-1"
"37",11,"Q13_Part_1","ipython",22,0,10,"Male","22-24","Other","Master’s degree","Data Scientist","0-1"
"38",11,"Q13_Part_3","pycharm",23,0,10,"Male","22-24","Other","Master’s degree","Data Scientist","0-1"
"39",11,"Q13_Part_13","spyder",24,0,10,"Male","22-24","Other","Master’s degree","Data Scientist","0-1"
"40",11,"Q16_Part_1","python",16,0,10,"Male","22-24","Other","Master’s degree","Data Scientist","0-1"
"41",12,"Q16_Part_2","r",17,70,80,"Male","25-29","Sweden","Bachelor’s degree","Data Scientist","4-5"
"42",12,"Q16_Part_3","sql",19,70,80,"Male","25-29","Sweden","Bachelor’s degree","Data Scientist","4-5"
"43",12,"Q16_Part_16","stata",25,70,80,"Male","25-29","Sweden","Bachelor’s degree","Data Scientist","4-5"
"44",13,"Q13_Part_1","jupyter",21,0,10,"Male","18-21","India","Bachelor’s degree","Data Scientist","0-1"
"45",13,"Q13_Part_1","ipython",22,0,10,"Male","18-21","India","Bachelor’s degree","Data Scientist","0-1"
"46",13,"Q13_Part_7","matlab",12,0,10,"Male","18-21","India","Bachelor’s degree","Data Scientist","0-1"
"47",13,"Q13_Part_13","spyder",24,0,10,"Male","18-21","India","Bachelor’s degree","Data Scientist","0-1"
"48",13,"Q16_Part_1","python",16,0,10,"Male","18-21","India","Bachelor’s degree","Data Scientist","0-1"
"49",14,"Q13_Part_1","jupyter",21,50,60,"Male","25-29","I do not wish to disclose my location","Doctoral degree","Data Scientist","0-1"
"50",14,"Q13_Part_1","ipython",22,50,60,"Male","25-29","I do not wish to disclose my location","Doctoral degree","Data Scientist","0-1"
"51",14,"Q13_Part_13","spyder",24,50,60,"Male","25-29","I do not wish to disclose my location","Doctoral degree","Data Scientist","0-1"
"52",14,"Q16_Part_1","python",16,50,60,"Male","25-29","I do not wish to disclose my location","Doctoral degree","Data Scientist","0-1"
"53",14,"Q16_Part_3","sql",19,50,60,"Male","25-29","I do not wish to disclose my location","Doctoral degree","Data Scientist","0-1"
"54",15,"Q13_Part_1","jupyter",21,125,150,"Male","30-34","United States of America","Doctoral degree","Data Scientist","3-4"
"55",15,"Q13_Part_1","ipython",22,125,150,"Male","30-34","United States of America","Doctoral degree","Data Scientist","3-4"
"56",15,"Q16_Part_1","python",16,125,150,"Male","30-34","United States of America","Doctoral degree","Data Scientist","3-4"
"57",15,"Q16_Part_2","r",17,125,150,"Male","30-34","United States of America","Doctoral degree","Data Scientist","3-4"
"58",15,"Q16_Part_3","sql",19,125,150,"Male","30-34","United States of America","Doctoral degree","Data Scientist","3-4"
"59",16,"Q13_Part_1","jupyter",21,40,50,"Male","40-44","Spain","Master’s degree","Data Scientist","0-1"
"60",16,"Q13_Part_1","ipython",22,40,50,"Male","40-44","Spain","Master’s degree","Data Scientist","0-1"
"61",16,"Q13_Part_3","pycharm",23,40,50,"Male","40-44","Spain","Master’s degree","Data Scientist","0-1"
"62",16,"Q13_Part_13","spyder",24,40,50,"Male","40-44","Spain","Master’s degree","Data Scientist","0-1"
"63",16,"Q16_Part_1","python",16,40,50,"Male","40-44","Spain","Master’s degree","Data Scientist","0-1"
"64",16,"Q16_Part_2","r",17,40,50,"Male","40-44","Spain","Master’s degree","Data Scientist","0-1"
"65",16,"Q16_Part_3","sql",19,40,50,"Male","40-44","Spain","Master’s degree","Data Scientist","0-1"
"66",17,"Q13_Part_1","jupyter",21,125,150,"Female","35-39","United States of America","Doctoral degree","Data Scientist","10-15"
"67",17,"Q13_Part_1","ipython",22,125,150,"Female","35-39","United States of America","Doctoral degree","Data Scientist","10-15"
"68",17,"Q16_Part_1","python",16,125,150,"Female","35-39","United States of America","Doctoral degree","Data Scientist","10-15"
"69",17,"Q16_Part_2","r",17,125,150,"Female","35-39","United States of America","Doctoral degree","Data Scientist","10-15"
"70",17,"Q16_Part_3","sql",19,125,150,"Female","35-39","United States of America","Doctoral degree","Data Scientist","10-15"
"71",18,"Q13_Part_1","jupyter",21,70,80,"Male","30-34","France","Master’s degree","Data Scientist","1-2"
"72",18,"Q13_Part_1","ipython",22,70,80,"Male","30-34","France","Master’s degree","Data Scientist","1-2"
"73",18,"Q13_Part_3","pycharm",23,70,80,"Male","30-34","France","Master’s degree","Data Scientist","1-2"
"74",18,"Q16_Part_1","python",16,70,80,"Male","30-34","France","Master’s degree","Data Scientist","1-2"
"75",18,"Q16_Part_2","r",17,70,80,"Male","30-34","France","Master’s degree","Data Scientist","1-2"
"76",19,"Q13_Part_3","pycharm",23,40,50,"Male","40-44","France","Doctoral degree","Data Scientist","1-2"
"77",19,"Q16_Part_1","python",16,40,50,"Male","40-44","France","Doctoral degree","Data Scientist","1-2"
"78",19,"Q16_Part_2","r",17,40,50,"Male","40-44","France","Doctoral degree","Data Scientist","1-2"
"79",20,"Q13_Part_1","jupyter",21,70,80,"Male","35-39","Sweden","Doctoral degree","Data Scientist","2-3"
"80",20,"Q13_Part_1","ipython",22,70,80,"Male","35-39","Sweden","Doctoral degree","Data Scientist","2-3"
"81",20,"Q13_Part_3","pycharm",23,70,80,"Male","35-39","Sweden","Doctoral degree","Data Scientist","2-3"
"82",20,"Q16_Part_1","python",16,70,80,"Male","35-39","Sweden","Doctoral degree","Data Scientist","2-3"
"83",20,"Q16_Part_2","r",17,70,80,"Male","35-39","Sweden","Doctoral degree","Data Scientist","2-3"
"84",21,"Q13_Part_1","jupyter",21,125,150,"Male","35-39","United States of America","Master’s degree","Data Scientist","1-2"
"85",21,"Q13_Part_1","ipython",22,125,150,"Male","35-39","United States of America","Master’s degree","Data Scientist","1-2"
"86",21,"Q16_Part_1","python",16,125,150,"Male","35-39","United States of America","Master’s degree","Data Scientist","1-2"
"87",21,"Q16_Part_3","sql",19,125,150,"Male","35-39","United States of America","Master’s degree","Data Scientist","1-2"
"88",22,"Q13_Part_3","pycharm",23,125,150,"Male","25-29","United States of America","Doctoral degree","Data Scientist","0-1"
"89",22,"Q16_Part_1","python",16,125,150,"Male","25-29","United States of America","Doctoral degree","Data Scientist","0-1"
"90",23,"Q13_Part_1","jupyter",21,60,70,"Male","30-34","South Africa","Master’s degree","Data Scientist","1-2"
"91",23,"Q13_Part_1","ipython",22,60,70,"Male","30-34","South Africa","Master’s degree","Data Scientist","1-2"
"92",23,"Q13_Part_3","pycharm",23,60,70,"Male","30-34","South Africa","Master’s degree","Data Scientist","1-2"
"93",23,"Q13_Part_7","matlab",12,60,70,"Male","30-34","South Africa","Master’s degree","Data Scientist","1-2"
"94",23,"Q16_Part_1","python",16,60,70,"Male","30-34","South Africa","Master’s degree","Data Scientist","1-2"
"95",23,"Q16_Part_9","matlab",12,60,70,"Male","30-34","South Africa","Master’s degree","Data Scientist","1-2"
"96",24,"Q13_Part_1","jupyter",21,10,20,"Male","25-29","Brazil","Master’s degree","Data Scientist","1-2"
"97",24,"Q13_Part_1","ipython",22,10,20,"Male","25-29","Brazil","Master’s degree","Data Scientist","1-2"
"98",24,"Q13_Part_7","matlab",12,10,20,"Male","25-29","Brazil","Master’s degree","Data Scientist","1-2"
"99",24,"Q16_Part_1","python",16,10,20,"Male","25-29","Brazil","Master’s degree","Data Scientist","1-2"
"100",25,"Q13_Part_1","jupyter",21,40,50,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"101",25,"Q13_Part_1","ipython",22,40,50,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"102",25,"Q13_Part_7","matlab",12,40,50,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"103",25,"Q13_Part_13","spyder",24,40,50,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"104",25,"Q16_Part_1","python",16,40,50,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"105",25,"Q16_Part_2","r",17,40,50,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"106",25,"Q16_Part_3","sql",19,40,50,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"107",26,"Q13_Part_1","jupyter",21,40,50,"Male","35-39","Other","Master’s degree","Data Scientist","5-10"
"108",26,"Q13_Part_1","ipython",22,40,50,"Male","35-39","Other","Master’s degree","Data Scientist","5-10"
"109",26,"Q13_Part_13","spyder",24,40,50,"Male","35-39","Other","Master’s degree","Data Scientist","5-10"
"110",26,"Q16_Part_2","r",17,40,50,"Male","35-39","Other","Master’s degree","Data Scientist","5-10"
"111",26,"Q16_Part_3","sql",19,40,50,"Male","35-39","Other","Master’s degree","Data Scientist","5-10"
"112",27,"Q13_Part_1","jupyter",21,50,60,"Male","40-44","China","Doctoral degree","Data Scientist","5-10"
"113",27,"Q13_Part_1","ipython",22,50,60,"Male","40-44","China","Doctoral degree","Data Scientist","5-10"
"114",27,"Q13_Part_3","pycharm",23,50,60,"Male","40-44","China","Doctoral degree","Data Scientist","5-10"
"115",27,"Q16_Part_1","python",16,50,60,"Male","40-44","China","Doctoral degree","Data Scientist","5-10"
"116",28,"Q13_Part_1","jupyter",21,100,125,"Male","55-59","United States of America","Master’s degree","Data Scientist","0-1"
"117",28,"Q13_Part_1","ipython",22,100,125,"Male","55-59","United States of America","Master’s degree","Data Scientist","0-1"
"118",28,"Q13_Part_13","spyder",24,100,125,"Male","55-59","United States of America","Master’s degree","Data Scientist","0-1"
"119",28,"Q16_Part_1","python",16,100,125,"Male","55-59","United States of America","Master’s degree","Data Scientist","0-1"
"120",28,"Q16_Part_2","r",17,100,125,"Male","55-59","United States of America","Master’s degree","Data Scientist","0-1"
"121",28,"Q16_Part_3","sql",19,100,125,"Male","55-59","United States of America","Master’s degree","Data Scientist","0-1"
"122",29,"Q13_Part_1","jupyter",21,40,50,"Male","25-29","France","Master’s degree","Data Scientist","1-2"
"123",29,"Q13_Part_1","ipython",22,40,50,"Male","25-29","France","Master’s degree","Data Scientist","1-2"
"124",29,"Q13_Part_3","pycharm",23,40,50,"Male","25-29","France","Master’s degree","Data Scientist","1-2"
"125",29,"Q16_Part_1","python",16,40,50,"Male","25-29","France","Master’s degree","Data Scientist","1-2"
"126",29,"Q16_Part_3","sql",19,40,50,"Male","25-29","France","Master’s degree","Data Scientist","1-2"
"127",30,"Q13_Part_1","jupyter",21,40,50,"Male","30-34","Hong Kong (S.A.R.)","Doctoral degree","Data Scientist","3-4"
"128",30,"Q13_Part_1","ipython",22,40,50,"Male","30-34","Hong Kong (S.A.R.)","Doctoral degree","Data Scientist","3-4"
"129",30,"Q13_Part_3","pycharm",23,40,50,"Male","30-34","Hong Kong (S.A.R.)","Doctoral degree","Data Scientist","3-4"
"130",30,"Q13_Part_13","spyder",24,40,50,"Male","30-34","Hong Kong (S.A.R.)","Doctoral degree","Data Scientist","3-4"
"131",30,"Q16_Part_1","python",16,40,50,"Male","30-34","Hong Kong (S.A.R.)","Doctoral degree","Data Scientist","3-4"
"132",30,"Q16_Part_2","r",17,40,50,"Male","30-34","Hong Kong (S.A.R.)","Doctoral degree","Data Scientist","3-4"
"133",31,"Q13_Part_3","pycharm",23,30,40,"Male","25-29","Russia","Master’s degree","Data Scientist","1-2"
"134",31,"Q16_Part_1","python",16,30,40,"Male","25-29","Russia","Master’s degree","Data Scientist","1-2"
"135",31,"Q16_Part_3","sql",19,30,40,"Male","25-29","Russia","Master’s degree","Data Scientist","1-2"
"136",32,"Q13_Part_3","pycharm",23,150,200,"Male","50-54","Spain","Doctoral degree","Data Scientist","25-30"
"137",32,"Q13_Part_7","matlab",12,150,200,"Male","50-54","Spain","Doctoral degree","Data Scientist","25-30"
"138",32,"Q16_Part_1","python",16,150,200,"Male","50-54","Spain","Doctoral degree","Data Scientist","25-30"
"139",32,"Q16_Part_9","matlab",12,150,200,"Male","50-54","Spain","Doctoral degree","Data Scientist","25-30"
"140",33,"Q16_Part_1","python",16,0,10,"Male","35-39","China","Some college/university study without earning a bachelor’s degree","Data Scientist","3-4"
"141",34,"Q13_Part_3","pycharm",23,30,40,"Male","22-24","China","Bachelor’s degree","Data Scientist","0-1"
"142",34,"Q13_Part_7","matlab",12,30,40,"Male","22-24","China","Bachelor’s degree","Data Scientist","0-1"
"143",34,"Q16_Part_1","python",16,30,40,"Male","22-24","China","Bachelor’s degree","Data Scientist","0-1"
"144",34,"Q16_Part_2","r",17,30,40,"Male","22-24","China","Bachelor’s degree","Data Scientist","0-1"
"145",34,"Q16_Part_3","sql",19,30,40,"Male","22-24","China","Bachelor’s degree","Data Scientist","0-1"
"146",34,"Q16_Part_9","matlab",12,30,40,"Male","22-24","China","Bachelor’s degree","Data Scientist","0-1"
"147",35,"Q13_Part_1","jupyter",21,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"148",35,"Q13_Part_1","ipython",22,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"149",35,"Q13_Part_3","pycharm",23,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"150",35,"Q13_Part_7","matlab",12,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"151",35,"Q16_Part_1","python",16,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"152",35,"Q16_Part_2","r",17,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"153",35,"Q16_Part_3","sql",19,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"154",35,"Q16_Part_9","matlab",12,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"155",35,"Q16_Part_16","stata",25,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","15-20"
"156",36,"Q13_Part_3","pycharm",23,70,80,"Male","25-29","China","Master’s degree","Data Scientist","3-4"
"157",36,"Q13_Part_13","spyder",24,70,80,"Male","25-29","China","Master’s degree","Data Scientist","3-4"
"158",36,"Q16_Part_1","python",16,70,80,"Male","25-29","China","Master’s degree","Data Scientist","3-4"
"159",36,"Q16_Part_3","sql",19,70,80,"Male","25-29","China","Master’s degree","Data Scientist","3-4"
"160",37,"Q13_Part_1","jupyter",21,40,50,"Male","25-29","China","Master’s degree","Data Scientist","2-3"
"161",37,"Q13_Part_1","ipython",22,40,50,"Male","25-29","China","Master’s degree","Data Scientist","2-3"
"162",37,"Q16_Part_1","python",16,40,50,"Male","25-29","China","Master’s degree","Data Scientist","2-3"
"163",38,"Q13_Part_1","jupyter",21,0,10,"Male","25-29","China","Master’s degree","Data Scientist","0-1"
"164",38,"Q13_Part_1","ipython",22,0,10,"Male","25-29","China","Master’s degree","Data Scientist","0-1"
"165",38,"Q16_Part_1","python",16,0,10,"Male","25-29","China","Master’s degree","Data Scientist","0-1"
"166",38,"Q16_Part_3","sql",19,0,10,"Male","25-29","China","Master’s degree","Data Scientist","0-1"
"167",38,"Q16_Part_9","matlab",12,0,10,"Male","25-29","China","Master’s degree","Data Scientist","0-1"
"168",38,"Q16_Part_16","stata",25,0,10,"Male","25-29","China","Master’s degree","Data Scientist","0-1"
"169",41,"Q16_Part_1","python",16,0,10,"Male","22-24","India","Master’s degree","Data Scientist","2-3"
"170",41,"Q16_Part_2","r",17,0,10,"Male","22-24","India","Master’s degree","Data Scientist","2-3"
"171",41,"Q16_Part_3","sql",19,0,10,"Male","22-24","India","Master’s degree","Data Scientist","2-3"
"172",43,"Q13_Part_1","jupyter",21,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"173",43,"Q13_Part_1","ipython",22,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"174",43,"Q13_Part_3","pycharm",23,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"175",43,"Q16_Part_1","python",16,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"176",45,"Q13_Part_1","jupyter",21,20,30,"Male","30-34","India","Master’s degree","Data Scientist","2-3"
"177",45,"Q13_Part_1","ipython",22,20,30,"Male","30-34","India","Master’s degree","Data Scientist","2-3"
"178",45,"Q13_Part_13","spyder",24,20,30,"Male","30-34","India","Master’s degree","Data Scientist","2-3"
"179",45,"Q16_Part_1","python",16,20,30,"Male","30-34","India","Master’s degree","Data Scientist","2-3"
"180",45,"Q16_Part_2","r",17,20,30,"Male","30-34","India","Master’s degree","Data Scientist","2-3"
"181",46,"Q13_Part_1","jupyter",21,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","1-2"
"182",46,"Q13_Part_1","ipython",22,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","1-2"
"183",46,"Q13_Part_3","pycharm",23,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","1-2"
"184",46,"Q13_Part_7","matlab",12,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","1-2"
"185",46,"Q13_Part_13","spyder",24,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","1-2"
"186",46,"Q16_Part_1","python",16,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","1-2"
"187",46,"Q16_Part_2","r",17,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","1-2"
"188",46,"Q16_Part_3","sql",19,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","1-2"
"189",47,"Q13_Part_1","jupyter",21,60,70,"Male","45-49","China","Master’s degree","Data Scientist","5-10"
"190",47,"Q13_Part_1","ipython",22,60,70,"Male","45-49","China","Master’s degree","Data Scientist","5-10"
"191",47,"Q13_Part_3","pycharm",23,60,70,"Male","45-49","China","Master’s degree","Data Scientist","5-10"
"192",47,"Q16_Part_1","python",16,60,70,"Male","45-49","China","Master’s degree","Data Scientist","5-10"
"193",48,"Q13_Part_1","jupyter",21,50,60,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"194",48,"Q13_Part_1","ipython",22,50,60,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"195",48,"Q16_Part_1","python",16,50,60,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"196",48,"Q16_Part_2","r",17,50,60,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"197",49,"Q13_Part_1","jupyter",21,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"198",49,"Q13_Part_1","ipython",22,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"199",49,"Q13_Part_3","pycharm",23,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"200",49,"Q13_Part_13","spyder",24,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"201",49,"Q16_Part_1","python",16,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"202",49,"Q16_Part_3","sql",19,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"203",50,"Q13_Part_1","jupyter",21,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"204",50,"Q13_Part_1","ipython",22,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"205",50,"Q16_Part_2","r",17,0,10,"Male","25-29","India","Bachelor’s degree","Data Scientist","0-1"
"206",51,"Q13_Part_1","jupyter",21,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"207",51,"Q13_Part_1","ipython",22,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"208",51,"Q16_Part_1","python",16,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"209",51,"Q16_Part_3","sql",19,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"210",54,"Q13_Part_1","jupyter",21,0,10,"Male","25-29","India","Master’s degree","Data Scientist","4-5"
"211",54,"Q13_Part_1","ipython",22,0,10,"Male","25-29","India","Master’s degree","Data Scientist","4-5"
"212",54,"Q13_Part_13","spyder",24,0,10,"Male","25-29","India","Master’s degree","Data Scientist","4-5"
"213",54,"Q16_Part_1","python",16,0,10,"Male","25-29","India","Master’s degree","Data Scientist","4-5"
"214",54,"Q16_Part_2","r",17,0,10,"Male","25-29","India","Master’s degree","Data Scientist","4-5"
"215",54,"Q16_Part_3","sql",19,0,10,"Male","25-29","India","Master’s degree","Data Scientist","4-5"
"216",54,"Q16_Part_9","matlab",12,0,10,"Male","25-29","India","Master’s degree","Data Scientist","4-5"
"217",55,"Q13_Part_1","jupyter",21,0,10,"Male","18-21","India","Master’s degree","Data Scientist","0-1"
"218",55,"Q13_Part_1","ipython",22,0,10,"Male","18-21","India","Master’s degree","Data Scientist","0-1"
"219",55,"Q13_Part_7","matlab",12,0,10,"Male","18-21","India","Master’s degree","Data Scientist","0-1"
"220",55,"Q13_Part_13","spyder",24,0,10,"Male","18-21","India","Master’s degree","Data Scientist","0-1"
"221",55,"Q16_Part_1","python",16,0,10,"Male","18-21","India","Master’s degree","Data Scientist","0-1"
"222",56,"Q13_Part_1","jupyter",21,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","10-15"
"223",56,"Q13_Part_1","ipython",22,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","10-15"
"224",56,"Q13_Part_3","pycharm",23,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","10-15"
"225",56,"Q16_Part_1","python",16,10,20,"Male","40-44","China","Doctoral degree","Data Scientist","10-15"
"226",57,"Q13_Part_1","jupyter",21,0,10,"Male","25-29","India","Professional degree","Data Scientist","1-2"
"227",57,"Q13_Part_1","ipython",22,0,10,"Male","25-29","India","Professional degree","Data Scientist","1-2"
"228",57,"Q16_Part_1","python",16,0,10,"Male","25-29","India","Professional degree","Data Scientist","1-2"
"229",57,"Q16_Part_3","sql",19,0,10,"Male","25-29","India","Professional degree","Data Scientist","1-2"
"230",58,"Q13_Part_1","jupyter",21,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"231",58,"Q13_Part_1","ipython",22,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"232",58,"Q13_Part_13","spyder",24,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"233",58,"Q16_Part_1","python",16,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"234",58,"Q16_Part_2","r",17,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"235",58,"Q16_Part_3","sql",19,20,30,"Male","25-29","India","Bachelor’s degree","Data Scientist","3-4"
"236",59,"Q13_Part_1","jupyter",21,0,10,"Male","35-39","India","Master’s degree","Data Scientist","0-1"
"237",59,"Q13_Part_1","ipython",22,0,10,"Male","35-39","India","Master’s degree","Data Scientist","0-1"
"238",59,"Q13_Part_13","spyder",24,0,10,"Male","35-39","India","Master’s degree","Data Scientist","0-1"
"239",59,"Q16_Part_1","python",16,0,10,"Male","35-39","India","Master’s degree","Data Scientist","0-1"
"240",59,"Q16_Part_2","r",17,0,10,"Male","35-39","India","Master’s degree","Data Scientist","0-1"
"241",59,"Q16_Part_3","sql",19,0,10,"Male","35-39","India","Master’s degree","Data Scientist","0-1"
"242",59,"Q16_Part_9","matlab",12,0,10,"Male","35-39","India","Master’s degree","Data Scientist","0-1"
"243",61,"Q13_Part_1","jupyter",21,50,60,"Male","22-24","India","Bachelor’s degree","Data Scientist","0-1"
"244",61,"Q13_Part_1","ipython",22,50,60,"Male","22-24","India","Bachelor’s degree","Data Scientist","0-1"
"245",61,"Q13_Part_7","matlab",12,50,60,"Male","22-24","India","Bachelor’s degree","Data Scientist","0-1"
